episode,total_reward,normalised_reward,steps,mean_loss,completed_requests,picked_up_requests,avg_wait_until_pickup,avg_excess_ride_time,epsilon,lr,eval_completed_requests,eval_picked_up_requests,eval_avg_wait_until_pickup,eval_avg_excess_ride_time,eval_eval_total_reward,eval_eval_steps
169,332.7736860391985,1.6638684301959925,200,1.2169187331199647,200,200,541.6,206.3938895354377,0.016091370558375638,3.904392595534271e-06,,,,,,
170,347.1492471138364,1.735746235569182,200,1.248866310119629,200,200,506.95,164.95017159375365,0.01588832487309645,3.7235315079544097e-06,200.0,199.0,617.8894472361809,206.63365978597966,337.8595161355453,200.0
171,354.3852599111201,1.7719262995556004,200,1.2184083557128906,200,200,401.95,139.14801359752454,0.015685279187817258,3.548152529862305e-06,,,,,,
172,333.78118915445464,1.6689059457722732,200,1.2223142457008362,200,200,652.3,203.87097284180575,0.015482233502538072,3.378299811977822e-06,,,,,,
173,343.19337316969415,1.7159668658484708,200,1.1771327877044677,200,200,681.55,209.3662391140682,0.015279187817258885,3.2140161138143438e-06,,,,,,
174,350.31548104466117,1.7515774052233057,200,1.1501666569709779,200,200,439.95,154.15289785176262,0.015076142131979699,3.0553427929143386e-06,,,,,,
175,339.05390769147374,1.6952695384573686,200,1.179760365486145,200,200,711.6,208.61912366872613,0.014873096446700512,2.902319794437803e-06,200.0,200.0,275.75,121.00731476088933,359.45251219254266,200.0
176,330.7810715168389,1.6539053575841944,200,1.2360085344314575,200,200,724.9,248.80364016417943,0.014670050761421326,2.7549856411062635e-06,,,,,,
177,326.4444168562264,1.632222084281132,200,1.3029124355316162,200,200,694.15,244.5854043211045,0.014467005076142132,2.613377423504925e-06,,,,,,
178,359.72927394897374,1.7986463697448687,200,1.261614682674408,200,200,397.2,136.49666751341204,0.014263959390862946,2.477530790745281e-06,,,,,,
179,330.36961116743646,1.6518480558371822,200,1.1763098526000977,200,200,634.05,232.84969116044925,0.01406091370558376,2.347479941490655e-06,,,,,,
180,337.8693667167922,1.6893468335839608,200,1.2519971227645874,200,200,626.3,208.51414888446254,0.013857868020304566,2.2232576153468672e-06,200.0,200.0,402.3,138.14209574271084,356.5983030566655,200.0
181,325.37050950451777,1.6268525475225888,200,1.2074432110786437,200,200,752.0,249.5553607431252,0.013654822335025386,2.1048950846202207e-06,,,,,,
182,351.76700454488656,1.7588350227244327,200,1.2538932323455811,200,200,543.6,168.40438429597526,0.013451776649746193,1.99242214644484e-06,,,,,,
183,330.31176923006876,1.6515588461503439,200,1.273646717071533,200,200,683.45,248.9212824974401,0.013248730964467006,1.8858671152814424e-06,,,,,,
184,339.3172238055316,1.696586119027658,200,1.1994172358512878,200,200,689.25,202.03010732446808,0.01304568527918782,1.7852568157892916e-06,,,,,,
185,354.9553167140673,1.7747765835703364,200,1.2974491596221924,200,200,511.15,164.5862242845778,0.012842639593908634,1.6906165760732463e-06,200.0,200.0,321.25,125.45474064034026,358.6100035060289,200.0
186,349.7102239413967,1.7485511197069834,200,1.222069444656372,200,200,334.15,142.11527903235256,0.01263959390862944,1.6019702213075413e-06,,,,,,
187,339.63723825516,1.6981861912758,200,1.1907600927352906,200,200,685.35,236.45524629555138,0.012436548223350254,1.5193400677379355e-06,,,,,,
188,355.8545986868285,1.7792729934341427,200,1.3036633110046387,200,200,408.5,127.87770325635174,0.012233502538071067,1.4427469170636982e-06,,,,,,
189,332.961749309908,1.66480874654954,200,1.3248174619674682,200,200,662.25,220.3919689337125,0.01203045685279188,1.3722100512009108e-06,,,,,,
190,345.053694797327,1.725268473986635,200,1.204533290863037,200,200,521.8,182.29332712607606,0.011827411167512694,1.3077472274283455e-06,200.0,200.0,515.45,152.09146611954228,348.65781389087437,200.0
191,336.5833942198204,1.6829169710991019,200,1.3031340885162352,200,200,633.1,220.0034362196623,0.011624365482233508,1.2493746739171537e-06,,,,,,
192,344.28694481979363,1.7214347240989682,200,1.3009231209754943,200,200,518.3,172.93361682193404,0.011421319796954314,1.1971070856455176e-06,,,,,,
193,356.2601864015898,1.781300932007949,200,1.30360511302948,200,200,491.35,145.06606329108172,0.011218274111675128,1.1509576206992764e-06,,,,,,
194,350.2998635865554,1.751499317932777,200,1.2616844010353088,200,200,503.15,171.9025831583871,0.011015228426395941,1.1109378969594296e-06,,,,,,
195,330.3309156718526,1.651654578359263,200,1.3175907158851623,200,200,706.8,247.06163734376008,0.010812182741116748,1.077057989177413e-06,200.0,200.0,691.1,208.18511084031238,339.68988180257855,200.0
196,338.93729959813646,1.6946864979906824,200,1.3059343028068542,200,200,557.55,206.8571547165859,0.010609137055837568,1.0493264264388346e-06,,,,,,
197,336.02105990002167,1.6801052995001085,200,1.2093990993499757,200,200,726.0,231.69125884983885,0.010406091370558382,1.0277501900163059e-06,,,,,,
198,337.9356858437149,1.6896784292185745,200,1.2236148309707642,200,200,672.45,213.8423683371504,0.010203045685279188,1.0123347116119665e-06,,,,,,
199,342.18858622575965,1.7109429311287983,200,1.3316841220855713,200,200,559.05,174.7545142781055,0.010000000000000002,1.0030838719900608e-06,,,,,,
200,359.2153143250841,1.7960765716254203,200,1.2545481610298157,200,200,275.35,110.25431694702696,0.01,1e-06,200.0,200.0,397.95,146.44258116605138,355.73130841715533,200.0
